validation-189	FALSE	FALSE
validation-190	TRUE	FALSE
validation-191	FALSE	FALSE
validation-192	TRUE	FALSE
validation-193	FALSE	TRUE
validation-194	TRUE	FALSE
validation-195	FALSE	FALSE
validation-196	TRUE	FALSE
validation-197	FALSE	TRUE
validation-198	TRUE	FALSE
validation-199	FALSE	FALSE
validation-200	FALSE	FALSE
validation-201	TRUE	FALSE
validation-202	FALSE	TRUE
validation-203	FALSE	FALSE
validation-204	TRUE	FALSE
validation-205	FALSE	TRUE
validation-206	FALSE	TRUE
validation-207	FALSE	TRUE
validation-208	FALSE	TRUE
validation-209	FALSE	TRUE
validation-210	FALSE	FALSE
validation-211	TRUE	FALSE
validation-212	FALSE	TRUE
validation-213	FALSE	TRUE
validation-214	FALSE	TRUE
validation-215	FALSE	FALSE
validation-216	TRUE	FALSE
validation-217	FALSE	TRUE
validation-218	FALSE	FALSE
validation-219	TRUE	FALSE
validation-220	TRUE	FALSE
validation-221	TRUE	FALSE
validation-222	FALSE	TRUE
validation-223	FALSE	FALSE
validation-224	FALSE	TRUE
validation-225	FALSE	FALSE
validation-226	FALSE	TRUE
validation-227	FALSE	TRUE
validation-228	FALSE	FALSE
validation-229	TRUE	FALSE
validation-230	TRUE	FALSE
validation-231	TRUE	FALSE
validation-232	FALSE	FALSE
validation-233	TRUE	FALSE
validation-234	FALSE	TRUE
validation-235	FALSE	FALSE
validation-236	FALSE	FALSE
validation-237	FALSE	FALSE
validation-238	TRUE	FALSE
validation-239	FALSE	TRUE
validation-240	TRUE	FALSE
validation-241	FALSE	FALSE
validation-242	FALSE	TRUE
validation-243	FALSE	FALSE
validation-244	FALSE	FALSE
validation-245	FALSE	TRUE
validation-246	FALSE	TRUE
validation-247	FALSE	TRUE
validation-248	FALSE	TRUE
validation-249	TRUE	FALSE
validation-250	FALSE	FALSE
validation-251	TRUE	FALSE
validation-252	TRUE	FALSE
validation-253	FALSE	TRUE
validation-254	FALSE	TRUE
validation-255	FALSE	TRUE
validation-256	TRUE	FALSE
validation-257	TRUE	FALSE
validation-258	TRUE	FALSE
validation-259	TRUE	FALSE
validation-260	FALSE	TRUE
validation-261	FALSE	TRUE
validation-262	FALSE	TRUE
validation-263	FALSE	TRUE
validation-264	TRUE	FALSE
validation-265	TRUE	FALSE
validation-266	FALSE	TRUE
validation-267	FALSE	TRUE
validation-268	FALSE	FALSE
validation-269	FALSE	TRUE
validation-270	TRUE	FALSE
validation-271	FALSE	FALSE
validation-272	FALSE	TRUE
validation-273	FALSE	FALSE
validation-274	TRUE	FALSE
validation-275	TRUE	FALSE
validation-276	TRUE	FALSE
validation-277	FALSE	TRUE
validation-278	FALSE	TRUE
validation-279	FALSE	TRUE
validation-280	FALSE	FALSE
validation-281	FALSE	TRUE
validation-282	TRUE	FALSE
validation-283	TRUE	FALSE
validation-284	FALSE	FALSE
validation-285	TRUE	FALSE
validation-286	TRUE	FALSE
validation-287	FALSE	FALSE
validation-288	FALSE	TRUE
validation-289	FALSE	FALSE
validation-290	FALSE	TRUE
validation-291	FALSE	FALSE
validation-292	TRUE	FALSE
validation-293	FALSE	FALSE
validation-294	FALSE	TRUE
validation-295	FALSE	FALSE
validation-296	FALSE	FALSE
validation-297	TRUE	FALSE
validation-298	FALSE	TRUE
validation-299	FALSE	FALSE
validation-300	FALSE	FALSE
validation-301	FALSE	TRUE
validation-302	FALSE	TRUE
validation-303	FALSE	TRUE
validation-304	TRUE	FALSE
validation-305	FALSE	TRUE
validation-306	TRUE	FALSE
validation-307	FALSE	FALSE
validation-308	TRUE	FALSE
validation-309	FALSE	FALSE
validation-310	FALSE	FALSE
validation-311	FALSE	TRUE
validation-312	FALSE	FALSE
validation-313	TRUE	FALSE
validation-314	FALSE	TRUE
validation-315	FALSE	FALSE
validation-316	FALSE	TRUE
validation-317	FALSE	FALSE
validation-318	FALSE	FALSE
validation-319	FALSE	FALSE
validation-320	TRUE	FALSE
validation-321	FALSE	TRUE
validation-322	TRUE	FALSE
validation-323	TRUE	FALSE
validation-324	TRUE	FALSE
validation-325	FALSE	FALSE
validation-326	FALSE	TRUE
validation-327	TRUE	FALSE
validation-328	FALSE	FALSE
validation-329	FALSE	FALSE
validation-330	TRUE	FALSE
validation-331	FALSE	FALSE
validation-332	TRUE	FALSE
validation-333	FALSE	FALSE
validation-334	TRUE	FALSE
validation-335	FALSE	TRUE
validation-336	TRUE	FALSE
validation-337	TRUE	FALSE
validation-338	FALSE	FALSE
validation-339	TRUE	FALSE
validation-340	FALSE	FALSE
validation-341	TRUE	FALSE
validation-342	FALSE	TRUE
validation-343	TRUE	FALSE
validation-344	FALSE	FALSE
validation-345	FALSE	FALSE
validation-346	TRUE	FALSE
validation-347	TRUE	FALSE
validation-348	FALSE	TRUE
validation-349	TRUE	FALSE
validation-350	FALSE	TRUE
validation-351	FALSE	FALSE
validation-352	TRUE	FALSE
validation-353	TRUE	FALSE
validation-354	FALSE	TRUE
validation-355	TRUE	FALSE
validation-356	FALSE	FALSE
validation-357	FALSE	FALSE
validation-358	FALSE	FALSE
validation-359	FALSE	FALSE
validation-360	TRUE	FALSE
validation-361	FALSE	TRUE
validation-362	FALSE	FALSE
validation-363	FALSE	FALSE
validation-364	TRUE	FALSE
validation-365	FALSE	FALSE
validation-366	TRUE	FALSE
validation-367	TRUE	FALSE
validation-368	FALSE	FALSE
validation-369	FALSE	TRUE
validation-370	FALSE	TRUE
validation-371	FALSE	TRUE
validation-372	FALSE	FALSE
validation-373	TRUE	FALSE
validation-374	TRUE	FALSE
validation-375	FALSE	FALSE
validation-376	FALSE	FALSE
validation-377	TRUE	FALSE
validation-378	TRUE	FALSE
validation-379	TRUE	FALSE
validation-380	FALSE	TRUE
validation-381	TRUE	FALSE
validation-382	FALSE	FALSE
validation-383	TRUE	FALSE
validation-384	TRUE	FALSE
validation-385	FALSE	TRUE
validation-386	TRUE	FALSE
validation-387	TRUE	FALSE
validation-388	FALSE	FALSE
validation-389	TRUE	FALSE
validation-390	FALSE	TRUE
validation-391	TRUE	FALSE
validation-392	FALSE	TRUE
validation-393	FALSE	TRUE
validation-394	TRUE	FALSE
validation-395	FALSE	TRUE
validation-396	TRUE	FALSE
validation-397	FALSE	TRUE
validation-398	TRUE	FALSE
validation-399	FALSE	FALSE
validation-400	TRUE	FALSE
validation-401	TRUE	FALSE
validation-402	TRUE	FALSE
validation-403	FALSE	TRUE
validation-404	TRUE	FALSE
validation-405	FALSE	TRUE
validation-406	FALSE	TRUE
validation-407	FALSE	FALSE
validation-408	FALSE	FALSE
validation-409	FALSE	TRUE
validation-410	FALSE	TRUE
validation-411	TRUE	FALSE
validation-412	FALSE	FALSE
validation-413	TRUE	FALSE
validation-414	FALSE	TRUE
validation-415	FALSE	FALSE
validation-416	FALSE	FALSE
validation-417	TRUE	FALSE
validation-418	TRUE	FALSE
validation-419	FALSE	TRUE
validation-420	TRUE	FALSE
validation-421	FALSE	TRUE
validation-422	FALSE	FALSE
validation-423	FALSE	TRUE
validation-424	FALSE	TRUE
validation-425	FALSE	TRUE
validation-426	FALSE	FALSE
validation-427	FALSE	FALSE
validation-428	FALSE	TRUE
validation-429	FALSE	FALSE
validation-430	FALSE	FALSE
validation-431	FALSE	FALSE
validation-432	FALSE	FALSE
validation-433	FALSE	FALSE
validation-434	FALSE	TRUE
validation-435	TRUE	FALSE
validation-436	FALSE	FALSE
validation-437	FALSE	FALSE
validation-438	FALSE	TRUE
validation-439	FALSE	FALSE
validation-440	TRUE	FALSE
validation-441	FALSE	TRUE
validation-442	FALSE	FALSE
validation-443	TRUE	FALSE
validation-444	FALSE	TRUE
validation-445	TRUE	FALSE
validation-446	TRUE	FALSE
validation-447	FALSE	FALSE
validation-448	TRUE	FALSE
validation-449	FALSE	FALSE
validation-450	FALSE	FALSE
validation-451	TRUE	FALSE
validation-452	TRUE	FALSE
validation-453	TRUE	FALSE
validation-454	TRUE	FALSE
